URL FOR CHECKING,Company,Descriptions,3 Yrs Growth,Industry,State,City,Year Founded,Website
https://www.inc.com/profile/sourcegraph?listid=495,Sourcegraph,Improves developer productivity with faster code navigation and better code reviews through contextual code intelligence.Profile,633%,Artificial Intelligence,CA,San Francisco,,
https://www.inc.com/profile/the-k9-shop?listid=495,The K9 Shop,Largest raw and natural health food and supplies store offering products to maximize and extend a pet?s health.Profile,633%,Retail,NY,Bay Shore,,
https://www.inc.com/profile/cghu-investments?listid=495,CGHU Investments,Largest Edible Arrangements franchisee with 30 locations offering high end fruit and food arrangements for any occasion.Profile,632%,Food & Beverage,TX,Bryan,,
https://www.inc.com/profile/gifted-travel-network?listid=495,Gifted Travel Network,"Luxury travel host agency offering expertise, support and resources to new and experienced advisors to build and grow their businesses.Profile",631%,Travel & Hospitality,NC,Mooresville,,
https://www.inc.com/profile/caber-hill-advisors?listid=495,Caber Hill Advisors,"Provides financial services to business owners so they can successfully fulfill personal and professional legacies. Serves small and middle market companies, in very specific verticals, who want to either sell a business or make an acquisition.Profile",631%,Financial Services,IL,Chicago,,
https://www.inc.com/profile/jd-marketing-partners?listid=495,JD Marketing Partners,Marketing and advertising technology company providing comprehensive online services to local businesses across the U.S.Profile,631%,Advertising & Marketing,CA,Encinitas,,
https://www.inc.com/profile/steiger-dynamics?listid=495,Steiger Dynamics,"Leading high-end HTPC manufacturer offering ultra-quiet living room PCs, audio, video and gaming home theater products.Profile",631%,Computer Hardware,CA,REDWOOD CITY,,
https://www.inc.com/profile/analytic-vizion?listid=495,Analytic Vizion,Business solutions provider focused on building organizational and analytic strategies using data and technology.Profile,630%,Business Products & Services,GA,Marietta,,
https://www.inc.com/profile/fun-in-motion-toys?listid=495,Fun In Motion Toys,A toy company creating products for all ages that encourage movement and stimulate the mind.Profile,630%,Consumer Products,FL,Dania Beach,,
https://www.inc.com/profile/abcd--company?listid=495,ABCD & Company,"Global black-owned, woman-owned, HBCU-led full-service marketing and events agency specializing in marketing, digital, outreach and creative services solutions.Profile",630%,Advertising & Marketing,MD,Rockville,,
https://www.inc.com/profile/ZillaMetrics?listid=495,ZillaMetrics,A law firm marketing and growth company helping law firm owners scale their businesses with digital marketing and performance management.Profile,629%,Advertising & Marketing,NC,Raleigh,,
https://www.inc.com/profile/electronic-data-payment-systems?listid=495,Electronic Data Payment Systems,"Processes credit/debit card transactions and provides ACH, check, loyalty and gift card services to business of all sizes and industries.Profile",629%,Financial Services,OH,Johnstown,,
https://www.inc.com/profile/red-lab-logistics?listid=495,Red Lab Logistics,Logistics company providing exceptional services and transparency in all aspects of the transportation timeline.Profile,629%,Logistics & Transportation,SC,Charleston,,
https://www.inc.com/profile/cordova-enterprises?listid=495,Cordova Enterprises,"Staff augmentation agency focused on IT positions, working closely with clients, vendors and applicants during recruitment and after.Profile",629%,Human Resources,NE,OMAHA,,
https://www.inc.com/profile/sticker-blitz?listid=495,Sticker Blitz,Digital printing company providing high-quality custom stickers through easy online ordering and fast product creation and delivery.Profile,629%,Manufacturing,MI,Warren,,
https://www.inc.com/profile/orion180?listid=495,Orion180 Insurance Group,A tech-focused insurance brand using exclusive technology and real-time data to enhance the customer experience.Profile,629%,Insurance,FL,Melbourne,,
https://inc.com/christine-haughney-dare-bryan/what-to-do-when-gordon-ramsay-loves-your-frying-pan.html,Hexclad,"Improving kitchen essentials using innovation, technology and sophisticated engineering to enliven the cookware industry with patented hybrid technology.Profile",627%,Consumer Products,CA,Los Angeles,,
https://www.inc.com/profile/secured-transport?listid=495,Secured Transport,Family-owned and operated transportation company offering custom logistics solutions through 40+ years of experience and exceptional customer service.Profile,625%,Logistics & Transportation,OH,Oxford,,
https://inc.com/magazine/202309/staff/5-couples-on-what-it-takes-to-stay-married-while-running-some-of-americas-fastest-growing-companies.html,Axiom Consultants,"A technology, science and management consulting firm helping clients reach their modernization goals.Profile",625%,Government Services,MD,Rockville,,
https://www.inc.com/profile/ct-sounds?listid=495,CT Sounds,"Direct-to-consumer manufacturer of car audio products including amplifiers, subwoofers, speakers, wiring and accessories helping customers to maximize their listening experience.Profile",624%,Consumer Products,TX,Houston,,
https://www.inc.com/profile/trillion-health--hormone?listid=495,Trillion Health and Hormone,"Women's health organization specializing in hormone therapy, gynecology, peptide therapy, sexual medicine and medical aesthetics.Profile",624%,Health Services,NE,Omaha,,
https://www.inc.com/profile/rusd-solutions?listid=495,rusd solutions,Suite for HANA-focused pure play SAP consulting firm connecting business and technology in meaningful ways.Profile,624%,IT Services,NY,Tappan,,
https://www.inc.com/profile/SpotOn-Fence?listid=495,SpotOn GPS Fence,"A dog GPS system that contains dogs anywhere without installing any physical infrastructure, giving pet owners peace of mind.Profile",623%,Consumer Products,NH,Manchester,,
https://www.inc.com/profile/gunner?listid=495,Gunner,"Roofing company offering unwavering commitment to being reliable and delivering roofing, siding and window installation results that exceed customer expectations.Profile",622%,Construction,CT,Stamford,,
https://www.inc.com/profile/campspot?listid=495,Campspot,"An online marketplace for RV resorts, family campgrounds, cabins, glamping and more.Profile",622%,Travel & Hospitality,MI,GRAND RAPIDS,,
https://www.inc.com/profile/lean-staffing-solutions?listid=495,Lean Solutions Group,"Experts in workforce optimization offering multiple growth solutions through a suite of services, including operations, tech, sales, marketing, and BPO.Profile",622%,Human Resources,FL,Coral Springs,,
https://www.inc.com/profile/llama-naturals?listid=495,Llama Naturals,A family friendly nutrition brand with an award winning line of gummy vitamins.Profile,621%,Consumer Products,IL,Chicago,,
https://www.inc.com/profile/sturdy?listid=495,STURDY.,"Los Angeles creative agency using visual animations, event production and immersive experiences to create impactful storytelling, shows and campaigns.Profile",619%,Media,CA,Los Angeles,,
https://www.inc.com/profile/highfive-healthcare?listid=495,HighFive Healthcare,Oral surgeon and endodontist practice using a collaborative and innovative approach to dental operations to create exceptional patient experiences.Profile,619%,Health Services,AL,Birmingham,,
https://www.inc.com/profile/rs-group?listid=495,RS Group,"Full-service logistics business providing product and service solutions to help customers manage their design, procurement, inventory and maintenance needs.Profile",619%,Logistics & Transportation,GA,ATLANTA,,
https://www.inc.com/profile/real-grader?listid=495,RealGrader,"A platform that measures, manages and maximizes your digital marketing, identifies mistakes and optimizes your online reputation.Profile",618%,Advertising & Marketing,CT,"Fairfield, CT",,
https://www.inc.com/profile/systems-technology--research?listid=495,STAR,"Creates experiential exhibits, corporate interiors, and retail stores for businesses.Profile",616%,Manufacturing,MN,Minneapolis,,
https://www.inc.com/profile/goldentrust-insurance?listid=495,GoldenTrust Insurance,"Full-service, independent insurance agency, offering the best solutions in auto, home, commercial, life and health insurance.Profile",616%,Insurance,FL,Doral,,
https://www.inc.com/profile/workit-health?listid=495,Workit Health,"Women-founded telemedicine company using video visits, FDA-approved medications, comorbid treatment, community support and testing for alcohol and opioid use disordersProfile",616%,Health Services,MI,Ann Arbor,,
